#RIC,Alias Underlying RIC,Domain,Date-Time,Type,Open,High,Low,Last,Volume,No. Trades,Open Bid,High Bid,Low Bid,Close Bid,No. Bids,Open Ask,High Ask,Low Ask,Close Ask,No. Asks,Open Bid Size,High Bid Size,Low Bid Size,Close Bid Size,Open Ask Size,High Ask Size,Low Ask Size,Close Ask Size,Open Mid Price,High Mid Price,Low Mid Price,Close Mid Price
NQc1,NQH25,Market Price,2025-03-19T03:32:05.000000000-05,Intraday 5Sec,19518.5,19518.75,19517.25,19518.75,10,6,19519,19519,19517,19518.25,78,19519.75,19519.75,19518,19519.25,88,1,3,1,1,2,6,1,2,19519.375,19519.375,19517.5,19518.75
NQc1,NQH25,Market Price,2025-03-19T03:32:10.000000000-05,Intraday 5Sec,19518.75,19518.75,19517,19518.25,9,6,19518.25,19518.25,19516.75,19517,34,19519,19519.5,19517.75,19519.5,83,1,2,1,1,1,5,1,2,19518.625,19518.75,19517.25,19518.25
NQc1,NQH25,Market Price,2025-03-19T03:32:15.000000000-05,Intraday 5Sec,,,,,,,19517,19518,19516.75,19517,27,19519.5,19520.5,19518.25,19518.5,75,2,3,1,2,2,4,1,2,19518.25,19519.25,19517.5,19517.75
NQc1,NQH25,Market Price,2025-03-19T03:32:20.000000000-05,Intraday 5Sec,19518.5,19519.5,19518.5,19518.5,24,12,19517,19520,19517,19517,64,19518.25,19521,19518.25,19519,99,2,18,1,3,1,4,1,2,19517.625,19520.5,19517.625,19518
NQc1,NQH25,Market Price,2025-03-19T03:32:25.000000000-05,Intraday 5Sec,19518.75,19520.5,19518,19519.75,11,6,19517,19520.75,19517,19518.75,91,19518.75,19522,19518,19520.5,114,3,4,1,1,1,4,1,2,19517.875,19521.375,19517.75,19519.625
NQc1,NQH25,Market Price,2025-03-19T03:32:30.000000000-05,Intraday 5Sec,19520.5,19520.75,19519,19519,4,4,19518.75,19520.75,19518.5,19518.75,25,19520.25,19521,19519.5,19520,91,1,3,1,1,1,3,1,2,19519.5,19520.875,19519,19519.375
NQc1,NQH25,Market Price,2025-03-19T03:32:35.000000000-05,Intraday 5Sec,19519.75,19521.75,19519.75,19521,5,5,19518.75,19522,19518.5,19520.25,105,19519.75,19523.5,19519.75,19521.25,133,1,3,1,1,1,4,1,3,19519.25,19522.625,19519.125,19520.75
NQc1,NQH25,Market Price,2025-03-19T03:32:40.000000000-05,Intraday 5Sec,19520.25,19520.25,19520.25,19520.25,1,1,19520,19521,19518.75,19519.5,95,19521.25,19522,19519.75,19520.75,94,1,4,1,2,3,3,1,2,19520.625,19521.5,19519.25,19520.125
NQc1,NQH25,Market Price,2025-03-19T03:32:45.000000000-05,Intraday 5Sec,,,,,,,19519.75,19521.5,19519.5,19520.5,83,19520.75,19522.5,19520.75,19521.5,92,1,3,1,1,2,4,1,1,19520.25,19522,19520.125,19521
NQc1,NQH25,Market Price,2025-03-19T03:32:50.000000000-05,Intraday 5Sec,19523,19523,19522,19522,11,5,19520.5,19524.5,19520.5,19520.75,113,19521.5,19525.75,19521.5,19521.75,150,2,3,1,1,1,4,1,2,19521,19525.125,19521,19521.25
NQc1,NQH25,Market Price,2025-03-19T03:32:55.000000000-05,Intraday 5Sec,19522,19522,19521,19521,2,2,19520.75,19521.75,19520.5,19521.5,70,19521.5,19522.75,19521.25,19522.5,90,1,3,1,3,1,3,1,1,19521.125,19522.25,19520.875,19522
NQc1,NQH25,Market Price,2025-03-19T03:33:00.000000000-05,Intraday 5Sec,19522.5,19523.25,19522.5,19523.25,6,6,19521.5,19523,19521.5,19522.25,100,19522.75,19524.5,19522.5,19523.25,139,3,4,1,2,2,4,1,1,19522.125,19523.75,19522,19522.75
NQc1,NQH25,Market Price,2025-03-19T03:33:05.000000000-05,Intraday 5Sec,19524,19524.5,19524,19524.5,2,2,19522.25,19524.5,19522.25,19524.25,175,19523.25,19525.5,19523.25,19525.25,161,1,3,1,1,1,3,1,1,19522.75,19525,19522.75,19524.75
NQc1,NQH25,Market Price,2025-03-19T03:33:10.000000000-05,Intraday 5Sec,19525,19525.25,19525,19525.25,3,2,19524.25,19524.25,19523.25,19524,51,19525,19525.5,19524.25,19525,54,1,3,1,2,1,3,1,1,19524.625,19524.875,19523.75,19524.5
NQc1,NQH25,Market Price,2025-03-19T03:33:15.000000000-05,Intraday 5Sec,19524.75,19525.5,19524.5,19525,9,7,19524,19525,19523.75,19524.5,33,19525,19526.5,19524.5,19525.25,48,1,3,1,1,1,3,1,1,19524.5,19525.75,19524.25,19524.875
NQc1,NQH25,Market Price,2025-03-19T03:33:20.000000000-05,Intraday 5Sec,19524,19524,19523.75,19523.75,2,2,19524.25,19525,19523.5,19524.75,74,19525.25,19526,19524.25,19526,69,1,4,1,1,1,3,1,2,19524.75,19525.5,19523.875,19525.375
NQc1,NQH25,Market Price,2025-03-19T03:33:25.000000000-05,Intraday 5Sec,19525,19525,19524.25,19524.25,2,2,19524.75,19524.75,19523.75,19524,53,19525.75,19526,19524.75,19525,36,1,2,1,2,1,3,1,1,19525.25,19525.375,19524.25,19524.5
NQc1,NQH25,Market Price,2025-03-19T03:33:30.000000000-05,Intraday 5Sec,19525,19526.25,19525,19525.5,4,3,19524,19525.75,19523.5,19525.25,61,19525,19527,19524.5,19525.75,59,2,3,1,2,2,5,1,2,19524.5,19526.375,19524,19525.5
NQc1,NQH25,Market Price,2025-03-19T03:33:35.000000000-05,Intraday 5Sec,19525.75,19526,19523.75,19523.75,12,9,19525.5,19526,19523.25,19523.25,51,19525.75,19527.25,19523.75,19524.25,79,1,4,1,1,2,4,1,2,19525.625,19526.625,19523.5,19523.75
NQc1,NQH25,Market Price,2025-03-19T03:33:40.000000000-05,Intraday 5Sec,19524.75,19524.75,19524.75,19524.75,1,1,19523.5,19526,19523.5,19526,62,19524.25,19527,19524.25,19527,53,1,3,1,1,2,3,1,1,19523.875,19526.5,19523.875,19526.5
NQc1,NQH25,Market Price,2025-03-19T03:33:45.000000000-05,Intraday 5Sec,,,,,,,19525.75,19526.75,19525.75,19526.5,48,19527,19527.25,19527,19527.25,6,1,2,1,1,1,4,1,3,19526.375,19527,19526.375,19526.875
NQc1,NQH25,Market Price,2025-03-19T03:33:50.000000000-05,Intraday 5Sec,19526.5,19527.25,19526.5,19526.5,25,9,19526.25,19527.25,19526,19527,51,19527.25,19527.75,19526.5,19527.75,30,1,16,1,1,3,3,1,1,19526.75,19527.5,19526.25,19527.375
NQc1,NQH25,Market Price,2025-03-19T03:33:55.000000000-05,Intraday 5Sec,19527.75,19528,19527,19527,3,3,19526.75,19528.25,19526.75,19527.25,95,19527.75,19529.25,19527.5,19528.25,88,2,3,1,1,1,3,1,1,19527.25,19528.75,19527.125,19527.75
NQc1,NQH25,Market Price,2025-03-19T03:34:00.000000000-05,Intraday 5Sec,19527.75,19527.75,19527.75,19527.75,1,1,19527.25,19528.25,19526.75,19527.75,90,19528,19529.5,19527.75,19528.5,72,1,3,1,1,1,3,1,1,19527.625,19528.875,19527.25,19528.125
NQc1,NQH25,Market Price,2025-03-19T03:34:05.000000000-05,Intraday 5Sec,,,,,2,,19527.5,19528.5,19527.5,19527.5,43,19528.5,19529,19528.25,19528.5,20,1,4,1,2,1,4,1,1,19528,19528.75,19527.875,19528
NQc1,NQH25,Market Price,2025-03-19T03:34:10.000000000-05,Intraday 5Sec,19527.75,19528.75,19527.75,19527.75,7,6,19527.75,19528.75,19527,19527,45,19528.5,19529,19527.75,19527.75,26,1,4,1,1,1,2,1,1,19528.125,19528.875,19527.375,19527.375
NQc1,NQH25,Market Price,2025-03-19T03:34:15.000000000-05,Intraday 5Sec,19528.75,19531,19528.75,19530.25,21,13,19527,19530.25,19526.75,19529.75,71,19527.5,19531.5,19527.5,19530.75,59,1,4,1,2,1,5,1,1,19527.25,19530.875,19527.125,19530.25
NQc1,NQH25,Market Price,2025-03-19T03:34:20.000000000-05,Intraday 5Sec,19529.25,19529.25,19529.25,19529.25,1,1,19529.75,19529.75,19528,19529,99,19530.5,19530.75,19529.25,19529.75,67,2,3,1,1,1,3,1,1,19530.125,19530.25,19528.625,19529.375
NQc1,NQH25,Market Price,2025-03-19T03:34:25.000000000-05,Intraday 5Sec,19530.25,19530.25,19530,19530,3,3,19529,19530.5,19528.5,19530.25,123,19530,19531.25,19529.5,19531.25,68,1,4,1,1,2,3,1,2,19529.5,19530.75,19529,19530.75
NQc1,NQH25,Market Price,2025-03-19T03:34:30.000000000-05,Intraday 5Sec,19532,19532.75,19531.5,19531.5,6,5,19530.25,19532.25,19530.25,19531,70,19531.25,19533.5,19531.25,19531.75,60,2,3,1,1,2,4,1,1,19530.75,19532.875,19530.75,19531.375
NQc1,NQH25,Market Price,2025-03-19T03:34:35.000000000-05,Intraday 5Sec,19531.5,19533.25,19531.5,19532.5,18,9,19530.75,19533.25,19530.75,19532.75,59,19531.75,19534,19531.5,19533.75,45,1,14,1,2,1,4,1,1,19531.25,19533.625,19531.125,19533.25
NQc1,NQH25,Market Price,2025-03-19T03:34:40.000000000-05,Intraday 5Sec,19532.75,19532.75,19532.75,19532.75,3,2,19532.75,19533.25,19532.5,19533.25,37,19533.75,19534,19533.5,19534,40,2,2,1,1,2,3,1,1,19533.25,19533.625,19533,19533.625
NQc1,NQH25,Market Price,2025-03-19T03:34:45.000000000-05,Intraday 5Sec,19534,19534.25,19533.75,19534,11,8,19533.25,19534.25,19532.75,19534,83,19534,19534.5,19533.5,19534.5,47,1,3,1,1,2,3,1,1,19533.625,19534.375,19533.125,19534.25
NQc1,NQH25,Market Price,2025-03-19T03:34:50.000000000-05,Intraday 5Sec,19534,19536.25,19533.75,19536.25,12,8,19533.75,19535.75,19533.5,19535.5,79,19534.5,19536.5,19534.5,19536.25,70,2,15,1,1,1,4,1,1,19534.125,19536.125,19534,19535.875
NQc1,NQH25,Market Price,2025-03-19T03:34:55.000000000-05,Intraday 5Sec,19537.25,19538.5,19537,19538.25,13,7,19535.5,19538.5,19535.25,19538.25,98,19536.25,19539.5,19536,19539.25,80,1,12,1,1,2,4,1,1,19535.875,19539,19535.625,19538.75
NQc1,NQH25,Market Price,2025-03-19T03:35:00.000000000-05,Intraday 5Sec,19538.25,19540.25,19536,19536,27,19,19538.25,19539.75,19535.5,19536,136,19539,19540.75,19536.25,19537,197,1,12,1,1,1,4,1,2,19538.625,19540.25,19535.875,19536.5
NQc1,NQH25,Market Price,2025-03-19T03:35:05.000000000-05,Intraday 5Sec,19536.5,19540,19536.5,19539.5,12,8,19536.25,19540.25,19535.75,19539.75,94,19537,19541,19536.5,19540.75,74,1,3,1,3,2,4,1,1,19536.625,19540.625,19536.125,19540.25
NQc1,NQH25,Market Price,2025-03-19T03:35:10.000000000-05,Intraday 5Sec,19540.75,19541.25,19539,19539,8,5,19539.75,19540.5,19538.25,19538.75,113,19541,19541.5,19539.25,19539.75,78,3,3,1,2,2,4,1,1,19540.375,19541,19538.75,19539.25
NQc1,NQH25,Market Price,2025-03-19T03:35:15.000000000-05,Intraday 5Sec,19538.25,19538.25,19538.25,19538.25,2,1,19538.75,19538.75,19534.75,19535,93,19539.75,19539.75,19535.75,19535.75,104,2,4,1,1,2,3,1,1,19539.25,19539.25,19535.25,19535.375
NQc1,NQH25,Market Price,2025-03-19T03:35:20.000000000-05,Intraday 5Sec,19535.75,19536.5,19535.75,19536.25,4,4,19535,19536.75,19535,19536,78,19536,19537.5,19535.75,19537.25,104,1,3,1,1,2,3,1,1,19535.5,19537.125,19535.375,19536.625
NQc1,NQH25,Market Price,2025-03-19T03:35:25.000000000-05,Intraday 5Sec,19535.75,19535.75,19535.75,19535.75,9,1,19536.25,19536.75,19535,19535.5,75,19537.25,19537.75,19537.25,19537.5,35,1,3,1,2,1,4,1,2,19536.75,19537.25,19536.125,19536.5
NQc1,NQH25,Market Price,2025-03-19T03:35:30.000000000-05,Intraday 5Sec,,,,,,,19535.5,19536.75,19535.5,19536.75,82,19537.5,19537.75,19537.5,19537.5,33,1,4,1,1,2,3,1,2,19536.5,19537.25,19536.5,19537.125
NQc1,NQH25,Market Price,2025-03-19T03:35:35.000000000-05,Intraday 5Sec,19537.5,19538.5,19537.5,19538.5,10,6,19536.5,19538.5,19536.5,19537.75,59,19537.5,19538.75,19537.5,19538.75,26,3,3,1,2,2,3,1,1,19537,19538.625,19537,19538.25
NQc1,NQH25,Market Price,2025-03-19T03:35:40.000000000-05,Intraday 5Sec,19538.75,19538.75,19538.5,19538.5,2,2,19538,19539.5,19537.5,19538,83,19538.75,19540.25,19538.5,19539,66,1,3,1,2,1,3,1,1,19538.375,19539.75,19538.125,19538.5
NQc1,NQH25,Market Price,2025-03-19T03:35:45.000000000-05,Intraday 5Sec,19537.75,19537.75,19537.75,19537.75,2,2,19538,19538,19537.25,19537.75,53,19538.75,19539,19538.25,19538.25,24,2,3,1,1,1,3,1,1,19538.375,19538.5,19537.75,19538
NQc1,NQH25,Market Price,2025-03-19T03:35:50.000000000-05,Intraday 5Sec,19538,19538,19538,19538,1,1,19537.5,19537.75,19536.5,19537.25,59,19538.25,19538.25,19537,19538.25,53,1,4,1,2,1,2,1,2,19537.875,19538,19536.75,19537.75
NQc1,NQH25,Market Price,2025-03-19T03:35:55.000000000-05,Intraday 5Sec,19538.25,19540.25,19538.25,19540.25,3,3,19537.25,19540.75,19537.25,19540.5,59,19538.25,19541.5,19538.25,19541.25,39,2,3,1,2,1,3,1,1,19537.75,19541.125,19537.75,19540.875
NQc1,NQH25,Market Price,2025-03-19T03:36:00.000000000-05,Intraday 5Sec,19539.5,19539.5,19537.75,19537.75,5,4,19540.5,19540.5,19537,19537.25,88,19541.25,19541.25,19537.75,19538,86,1,4,1,1,1,3,1,1,19540.875,19540.875,19537.375,19537.625
NQc1,NQH25,Market Price,2025-03-19T03:36:05.000000000-05,Intraday 5Sec,19539.75,19540.5,19539.75,19540.5,3,2,19537.25,19540.5,19537.25,19540.5,105,19538.25,19541.25,19538.25,19541.25,92,1,3,1,1,2,3,1,1,19537.75,19540.875,19537.75,19540.875
NQc1,NQH25,Market Price,2025-03-19T03:36:10.000000000-05,Intraday 5Sec,,,,,,,19540.5,19540.5,19538.75,19539.25,72,19541.25,19541.25,19539.75,19540.25,63,1,4,1,1,2,3,1,1,19540.875,19540.875,19539.25,19539.75
NQc1,NQH25,Market Price,2025-03-19T03:36:15.000000000-05,Intraday 5Sec,,,,,,,19539.25,19540.25,19539,19539.5,63,19540.25,19541,19540,19540.5,48,1,3,1,2,2,2,1,1,19539.75,19540.625,19539.5,19540
NQc1,NQH25,Market Price,2025-03-19T03:36:20.000000000-05,Intraday 5Sec,19539,19539.25,19538.25,19539.25,5,5,19539.5,19540.25,19538,19538.25,103,19540.5,19541,19538.75,19539.25,109,2,4,1,1,2,3,1,2,19540,19540.5,19538.375,19538.75
NQc1,NQH25,Market Price,2025-03-19T03:36:25.000000000-05,Intraday 5Sec,,,,,2,,19538.25,19540.25,19538,19539.75,75,19539,19541,19538.75,19540.75,86,1,3,1,1,1,3,1,1,19538.625,19540.625,19538.375,19540.25
NQc1,NQH25,Market Price,2025-03-19T03:36:30.000000000-05,Intraday 5Sec,19540.5,19540.75,19540.5,19540.75,2,2,19540,19540.5,19539.5,19539.75,96,19540.75,19541.25,19540.25,19540.75,80,1,3,1,2,1,4,1,2,19540.375,19540.875,19539.875,19540.25
NQc1,NQH25,Market Price,2025-03-19T03:36:35.000000000-05,Intraday 5Sec,19539.5,19539.5,19539,19539,3,2,19539.75,19539.75,19537.75,19538,77,19540.75,19540.75,19538.75,19538.75,53,1,4,1,1,2,2,1,2,19540.25,19540.25,19538.25,19538.375
NQc1,NQH25,Market Price,2025-03-19T03:36:40.000000000-05,Intraday 5Sec,19537.75,19537.75,19536.5,19537,31,20,19538,19538,19536.5,19537.5,101,19538.75,19539,19536.75,19538.25,146,1,4,1,1,1,3,1,2,19538.375,19538.5,19536.625,19537.875
NQc1,NQH25,Market Price,2025-03-19T03:36:45.000000000-05,Intraday 5Sec,,,,,,,19537.5,19538.25,19537,19537.25,70,19538,19539,19538,19538.25,95,1,3,1,1,1,5,1,2,19537.75,19538.625,19537.5,19537.75
NQc1,NQH25,Market Price,2025-03-19T03:36:50.000000000-05,Intraday 5Sec,,,,,,,19537.25,19538.5,19537,19537.25,51,19538.25,19539,19537.75,19538.25,70,1,3,1,2,3,5,1,1,19537.75,19538.75,19537.375,19537.75
NQc1,NQH25,Market Price,2025-03-19T03:36:55.000000000-05,Intraday 5Sec,,,,,1,,19537.25,19538.5,19537.25,19538,44,19538,19539.25,19538,19539,58,2,3,1,2,1,4,1,1,19537.625,19538.875,19537.625,19538.5
NQc1,NQH25,Market Price,2025-03-19T03:37:00.000000000-05,Intraday 5Sec,19539,19539.25,19538.75,19538.75,3,3,19538.25,19539.25,19538.25,19538.75,42,19539,19539.5,19539,19539.5,23,1,2,1,2,1,3,1,1,19538.625,19539.375,19538.625,19539.125
NQc1,NQH25,Market Price,2025-03-19T03:37:05.000000000-05,Intraday 5Sec,19539.5,19539.5,19539.5,19539.5,1,1,19538.75,19540.25,19538.25,19539.5,43,19539.5,19541,19539.25,19540.25,29,1,4,1,1,1,3,1,1,19539.125,19540.625,19538.75,19539.875
NQc1,NQH25,Market Price,2025-03-19T03:37:10.000000000-05,Intraday 5Sec,19539.75,19539.75,19538,19538,5,4,19539.5,19540.25,19537.25,19537.75,73,19540,19541,19538,19538.5,73,1,4,1,1,1,3,1,1,19539.75,19540.625,19537.625,19538.125
NQc1,NQH25,Market Price,2025-03-19T03:37:15.000000000-05,Intraday 5Sec,19537.75,19537.75,19537.25,19537.25,2,2,19538,19538,19536.5,19536.75,21,19538.5,19538.75,19537.5,19537.75,54,1,3,1,1,1,2,1,1,19538.25,19538.375,19537.125,19537.25
NQc1,NQH25,Market Price,2025-03-19T03:37:20.000000000-05,Intraday 5Sec,19538.25,19538.25,19538.25,19538.25,1,1,19536.75,19538.75,19536.5,19538.5,56,19537.5,19539.5,19537.25,19539.25,73,1,3,1,1,1,3,1,1,19537.125,19539.125,19536.875,19538.875
NQc1,NQH25,Market Price,2025-03-19T03:37:25.000000000-05,Intraday 5Sec,,,,,,,19538.5,19539,19538,19538.25,27,19539.5,19539.75,19539,19539,29,1,3,1,1,1,4,1,2,19539,19539.375,19538.5,19538.625
NQc1,NQH25,Market Price,2025-03-19T03:37:30.000000000-05,Intraday 5Sec,19538,19539.25,19538,19539.25,3,3,19538.25,19539,19537.5,19538.25,74,19538.75,19540,19538.5,19539.25,82,1,4,1,1,1,3,1,1,19538.5,19539.5,19538,19538.75
NQc1,NQH25,Market Price,2025-03-19T03:37:35.000000000-05,Intraday 5Sec,,,,,,,19538.5,19539.5,19538,19538.75,59,19539.25,19540.25,19539,19539.75,61,1,3,1,2,1,3,1,2,19538.875,19539.875,19538.5,19539.25
NQc1,NQH25,Market Price,2025-03-19T03:37:40.000000000-05,Intraday 5Sec,,,,,,,19538.75,19539.5,19538.75,19539.25,30,19539.75,19540.25,19539.5,19540,31,2,3,1,1,1,3,1,2,19539.25,19539.875,19539.125,19539.625
NQc1,NQH25,Market Price,2025-03-19T03:37:45.000000000-05,Intraday 5Sec,19540,19540,19540,19540,1,1,19539,19539.75,19538.75,19539.25,51,19540,19540.25,19539.5,19540,27,2,3,1,2,2,2,1,1,19539.5,19540,19539.125,19539.625
NQc1,NQH25,Market Price,2025-03-19T03:37:50.000000000-05,Intraday 5Sec,19538.5,19538.5,19538.5,19538.5,1,1,19539.5,19540,19537.75,19537.75,54,19540,19540.25,19538.5,19538.75,56,1,3,1,2,1,3,1,1,19539.75,19540.125,19538.125,19538.25
NQc1,NQH25,Market Price,2025-03-19T03:37:55.000000000-05,Intraday 5Sec,19538.75,19540,19538.75,19540,4,4,19537.75,19539.5,19537.75,19538.5,53,19538.75,19540.25,19538.75,19539.5,51,1,3,1,1,1,4,1,1,19538.25,19539.875,19538.25,19539
NQc1,NQH25,Market Price,2025-03-19T03:38:00.000000000-05,Intraday 5Sec,19539,19539,19539,19539,2,1,19538.5,19538.5,19537.75,19538,18,19540,19540,19538.5,19539.5,35,1,3,1,2,3,3,1,2,19539.25,19539.25,19538.125,19538.75
NQc1,NQH25,Market Price,2025-03-19T03:38:05.000000000-05,Intraday 5Sec,19538.25,19538.5,19538.25,19538.5,2,2,19538,19539,19537.75,19537.75,42,19539.25,19540,19538.75,19538.75,54,2,3,1,1,1,4,1,1,19538.625,19539.5,19538.25,19538.25
NQc1,NQH25,Market Price,2025-03-19T03:38:10.000000000-05,Intraday 5Sec,19538,19538,19538,19538,4,4,19537.75,19539,19537.5,19538,70,19538.75,19539.5,19538,19539,103,2,3,1,2,1,3,1,2,19538.25,19539.25,19537.75,19538.5
NQc1,NQH25,Market Price,2025-03-19T03:38:15.000000000-05,Intraday 5Sec,19537.5,19537.75,19537.5,19537.75,6,5,19538,19538.5,19537,19537.25,50,19538.75,19539.25,19537.5,19538.25,61,2,3,1,1,1,3,1,2,19538.375,19538.875,19537.25,19537.75
NQc1,NQH25,Market Price,2025-03-19T03:38:20.000000000-05,Intraday 5Sec,19537.25,19537.25,19537,19537,2,2,19537.25,19539,19536.5,19538.5,68,19538.25,19539.5,19537.25,19539.5,69,2,3,1,2,2,3,1,2,19537.75,19539.25,19536.875,19539
NQc1,NQH25,Market Price,2025-03-19T03:38:25.000000000-05,Intraday 5Sec,19538.25,19538.75,19537.75,19537.75,3,3,19538.5,19538.5,19537.25,19537.75,72,19539.25,19539.5,19538.25,19538.75,73,2,4,1,2,1,3,1,2,19538.875,19539,19537.75,19538.25
NQc1,NQH25,Market Price,2025-03-19T03:38:30.000000000-05,Intraday 5Sec,,,,,,,19538,19538.5,19537.75,19538.5,36,19538.75,19539.5,19538.5,19539.25,46,1,3,1,1,2,3,1,1,19538.375,19539,19538.125,19538.875
NQc1,NQH25,Market Price,2025-03-19T03:38:35.000000000-05,Intraday 5Sec,19538,19538.25,19538,19538.25,4,4,19538.25,19538.5,19537,19537.25,55,19539.25,19539.25,19538,19538,42,1,3,1,1,1,3,1,1,19538.75,19538.875,19537.5,19537.625
NQc1,NQH25,Market Price,2025-03-19T03:38:40.000000000-05,Intraday 5Sec,,,,,,,19537,19537.75,19536.75,19537.25,35,19538,19538.25,19537.5,19538.25,29,1,3,1,1,1,2,1,2,19537.5,19538,19537.125,19537.75
NQc1,NQH25,Market Price,2025-03-19T03:38:45.000000000-05,Intraday 5Sec,19536.5,19536.5,19536.5,19536.5,6,1,19537.5,19537.5,19536.5,19536.5,46,19538.25,19538.25,19537,19537.5,33,1,5,1,2,2,2,1,1,19537.875,19537.875,19536.75,19537
NQc1,NQH25,Market Price,2025-03-19T03:38:50.000000000-05,Intraday 5Sec,19538,19538,19537,19537,6,4,19536.75,19537.25,19536.5,19536.5,30,19537.5,19538,19537,19537.25,42,1,3,1,2,1,3,1,2,19537.125,19537.625,19536.75,19536.875
NQc1,NQH25,Market Price,2025-03-19T03:38:55.000000000-05,Intraday 5Sec,19538,19540.25,19537.75,19539.25,20,15,19536.5,19540,19536.5,19539.75,119,19537.25,19540.25,19537.25,19540.25,64,2,3,1,1,1,4,1,2,19536.875,19540.125,19536.875,19540
NQc1,NQH25,Market Price,2025-03-19T03:39:00.000000000-05,Intraday 5Sec,19539.5,19540.25,19539.5,19540.25,5,2,19539.5,19540.5,19538.75,19539,103,19540.25,19541.25,19539.5,19540,67,2,3,1,2,2,2,1,2,19539.875,19540.875,19539.125,19539.5
NQc1,NQH25,Market Price,2025-03-19T03:39:05.000000000-05,Intraday 5Sec,19540,19540,19540,19540,1,1,19539.25,19540.25,19539,19539.75,71,19540,19541,19539.75,19540.5,57,1,4,1,3,2,3,1,1,19539.625,19540.625,19539.5,19540.125
NQc1,NQH25,Market Price,2025-03-19T03:39:10.000000000-05,Intraday 5Sec,19541.25,19541.25,19539,19539,4,4,19539.75,19541.25,19537.5,19537.75,112,19540.75,19542,19538.75,19538.75,107,3,4,1,1,1,3,1,1,19540.25,19541.625,19538.125,19538.25
NQc1,NQH25,Market Price,2025-03-19T03:39:15.000000000-05,Intraday 5Sec,19537.75,19537.75,19537.5,19537.5,2,2,19537.75,19538,19537,19537,39,19538.75,19539,19537.5,19538,51,2,4,1,1,1,2,1,1,19538.25,19538.5,19537.25,19537.5
NQc1,NQH25,Market Price,2025-03-19T03:39:20.000000000-05,Intraday 5Sec,19538.5,19538.5,19538.5,19538.5,1,1,19537.25,19539,19537.25,19538.5,72,19538,19540,19538,19539.5,81,1,3,1,1,1,3,1,2,19537.625,19539.5,19537.625,19539
NQc1,NQH25,Market Price,2025-03-19T03:39:25.000000000-05,Intraday 5Sec,19538.5,19538.5,19538.25,19538.25,2,2,19538.5,19539.25,19537.75,19537.75,33,19539.25,19540,19538.5,19538.75,36,1,3,1,1,1,2,1,2,19538.875,19539.625,19538.125,19538.25
NQc1,NQH25,Market Price,2025-03-19T03:39:30.000000000-05,Intraday 5Sec,,,,,,,19537.75,19538,19537.5,19537.75,21,19538.75,19539,19538,19538.5,37,2,3,1,1,2,3,1,1,19538.25,19538.5,19537.75,19538.125
NQc1,NQH25,Market Price,2025-03-19T03:39:35.000000000-05,Intraday 5Sec,,,,,,,19537.75,19537.75,19537,19537,27,19538.25,19539,19537.25,19538.25,50,1,3,1,3,1,3,1,1,19538,19538.375,19537.125,19537.625
NQc1,NQH25,Market Price,2025-03-19T03:39:40.000000000-05,Intraday 5Sec,,,,,,,19537.25,19537.25,19537,19537.25,13,19538.25,19539,19537.5,19538.75,50,1,3,1,1,1,3,1,1,19537.75,19538.125,19537.25,19538
NQc1,NQH25,Market Price,2025-03-19T03:39:45.000000000-05,Intraday 5Sec,19537,19537.25,19537,19537.25,3,2,19537,19537.25,19536.5,19536.5,15,19538.75,19538.75,19537.25,19537.75,46,3,4,1,2,1,4,1,1,19537.875,19537.875,19536.875,19537.125
NQc1,NQH25,Market Price,2025-03-19T03:39:50.000000000-05,Intraday 5Sec,19536.5,19536.5,19536.5,19536.5,2,2,19536.5,19536.75,19536.5,19536.5,13,19537.5,19537.75,19537,19537.5,37,2,3,1,3,1,3,1,1,19537,19537.25,19536.75,19537
NQc1,NQH25,Market Price,2025-03-19T03:39:55.000000000-05,Intraday 5Sec,19536.5,19536.75,19533.75,19533.75,29,16,19536.5,19536.75,19532.75,19533,59,19537.5,19537.75,19533.5,19534.5,123,3,4,1,4,2,4,1,1,19537,19537.25,19533.125,19533.75
NQc1,NQH25,Market Price,2025-03-19T03:40:00.000000000-05,Intraday 5Sec,19534.75,19535.25,19534.75,19535.25,4,3,19533,19534.75,19532.75,19533.5,106,19534.75,19536,19533.75,19534.5,120,4,4,1,1,1,4,1,2,19533.875,19535.375,19533.25,19534
NQc1,NQH25,Market Price,2025-03-19T03:40:05.000000000-05,Intraday 5Sec,19533,19533.25,19532.5,19533.25,12,5,19533.5,19533.5,19531.25,19531.75,72,19534.5,19535,19532.75,19533,87,1,4,1,2,1,3,1,2,19534,19534.25,19532.125,19532.375
NQc1,NQH25,Market Price,2025-03-19T03:40:10.000000000-05,Intraday 5Sec,19531.75,19531.75,19528,19529,13,8,19531.75,19532,19527,19527.75,106,19532.75,19534,19528,19528.75,168,2,4,1,2,1,3,1,1,19532.25,19533,19527.5,19528.25
NQc1,NQH25,Market Price,2025-03-19T03:40:15.000000000-05,Intraday 5Sec,19528.75,19529.5,19528.25,19529.5,6,4,19527.75,19528.75,19526.75,19528.75,108,19529,19530,19528.25,19529.75,135,2,4,1,1,2,4,1,2,19528.375,19529.375,19527.625,19529.25
NQc1,NQH25,Market Price,2025-03-19T03:40:20.000000000-05,Intraday 5Sec,,,,,,,19528.5,19530.5,19527.75,19529.75,92,19529.75,19531.5,19529,19530.75,94,4,4,1,1,2,4,1,2,19529.125,19531,19528.5,19530.25
